feature_1,feature_2,label
1.14786796109,0.937781798157,1
0.173189389486,-0.264482918019,0
0.680447041751,0.0481465573313,1
-1.0880360793,1.02880735467,1
1.19337938415,-1.15500665296,0
0.438466851271,1.12356499834,1
-1.29135488799,-1.40040060076,0
0.94042084738,0.434994113338,1
1.44209890572,0.192435658336,1
-0.0108876490893,1.67018516624,1
-0.395616184739,-0.354374729916,0
-0.547936420229,1.41370761618,1
-0.926217295993,1.39135870334,1
1.95715130676,-1.94996867535,0
0.976175719585,0.800510002099,1
-1.80106046358,0.662674487508,1
-1.69714377371,0.300651701253,1
1.45428958014,1.96174090723,1
-1.30435677124,0.154943340328,1
0.600359602014,0.72910051536,1
1.23061548653,-1.44478442663,0
-1.82505173497,-1.28942934546,0
0.956526789415,0.960999615187,1
0.696478275643,0.285213704105,0
-3.61251360976,-1.6027567283,0
1.33414739364,-1.16815366729,0
-1.98744985069,1.38219496713,1
1.66985904551,2.33672654886,1
1.6653584283,-1.98203685668,0
0.962854595773,0.433703466546,1
0.0882068969671,0.174878388088,0
-1.10739619793,1.72724445906,1
-1.00838797107,1.87160528748,1
0.966846678092,0.529621327825,1
0.90398866777,-0.719333733493,0
-0.16055135742,-0.633950085233,0
0.867925746939,-1.28155460852,0
0.323629195076,0.988673266182,1
-1.85299499477,-1.3895065556,0
-3.10611246113,0.89910465966,1
1.54955977171,-1.97447487092,0
-1.69288110288,-1.01911835232,0
1.8168971478,-1.84014162513,0
0.079502426337,1.6870998458,1
-2.42641903353,0.459764928177,1
-1.56582146331,1.93747689837,1
-0.160819945156,1.59517595907,1
-0.459847688637,-1.43252562483,0
0.705758530169,-0.918660062412,0
-1.2681250504,-1.14572564003,0
1.09488170788,1.14159764793,1
0.140534367469,-0.666711027099,0
0.00604997998885,1.30610573945,1
-1.22333879998,-0.812645548715,0
-1.86532120678,-1.23691839161,0
-0.68779587598,-1.03430719844,0
-0.923550074052,1.32037709289,1
1.21051745066,-1.05783965486,0
-1.01600583578,-1.09814955567,0
-2.01364433783,-0.799911624025,1
-0.787376943521,-1.01348697441,0
-1.54290119426,1.21190163593,1
-2.07981090767,0.69727457079,1
-0.238099506072,-0.862470163275,0
-1.63637392911,-0.268495885261,0
1.28556910355,1.0718174098,1
-1.02687942041,-1.44386126826,0
1.05353393184,0.595897026877,1
-0.0632710107515,0.88540266593,1
-1.38097599968,1.74708385064,1
-1.86481622994,-1.06428988865,0
0.833232924073,-0.557696924997,0
1.33546254611,1.37902187604,1
0.953609311189,-1.00801864454,0
-1.48449636786,-1.16215510133,0
-1.96263855752,-2.66752619014,0
-1.90331660914,-1.40479264333,0
-2.34954980513,-1.85792356309,0
0.937303613677,0.55700466464,1
-1.84570851601,1.6920930503,1
1.10860535214,0.0550244963274,1
1.79830592086,0.569295535898,1
-1.66642137116,1.17996834986,1
1.66780841342,-1.76528888063,0
0.611620814491,-0.388142439071,0
1.41878490408,-1.23608089029,0
1.37528584017,2.36926673061,1
0.57882848903,-0.0853642705762,1
1.16410836786,1.13361972067,1
-1.06224353627,-1.01341889274,0
-0.27652437131,-1.07360044367,0
0.839325590314,1.13020578536,1
-1.5553462715,-0.510567360128,0
1.12905805001,1.25362188114,1
-1.81726695141,-1.35417245719,0
0.784748662828,2.7031848342,1
0.586591887821,-1.08199562208,0
1.00343698675,1.83078041249,1
2.00539657075,-1.56370148501,0
-2.32975158217,1.2027697201,1
0.247762473219,-0.254669358443,0
-0.737258686752,0.287807547809,1
0.323335707295,0.772991946369,1
-0.0611006471301,1.03349341693,1
2.14270495014,1.33938451063,1
-2.05162761171,0.695648148706,1
0.934864714135,-0.977661681155,0
-1.90967473125,-2.23882195728,0
-1.60115423104,-1.47896215595,0
1.84904206106,-2.14327397003,0
-0.323823446818,0.172642549139,1
-2.78045035919,0.854267759001,1
0.966207538339,-0.851351432933,0
-0.405038419879,-0.872889520792,0
0.913460048463,-1.38853915868,0
0.407548140354,0.0529079912855,1
0.461645670519,-0.356487211766,0
1.0933155393,0.336684585561,1
1.90503762662,-1.84683474907,0
0.2259649104,-0.00303022652585,0
-3.2962454176,-2.24221333135,0
1.74630163023,0.468743923457,1
2.40603084838,-2.66631760761,0
-0.671633053232,-1.279473519,0
0.621219455231,-0.170936584188,1
0.638429047103,1.66562042174,1
-1.07433933167,0.569742055611,1
0.493168915009,0.660205221698,1
0.28953235473,-0.442439458999,1
-1.40784340464,0.283641857944,1
1.25368839733,0.883252567812,1
-0.326922897921,-0.739684558509,0
0.974618281777,-0.311623625832,0
